Rank,Company,City,Country,Funding,Industry,Employees,Revenue,Growth %
4667,Wayne Health,Detroit,USA,,Hospital/H...,250,$74.3M,8%
4668,Orchard Therape...,London,UK,$440M,Biotech,248,$1.2M,7%
4669,Capitol Service...,Austin,USA,,Legal,184,$54.6M,8%
4670,Rockset,Silicon Va...,USA,$106M,Analytics,91,$12.7M,7%
4671,Brightcore Ener...,Armonk,USA,,Environmen...,100,$21M,79%
4672,Los Angeles Reg...,Los Angele...,USA,,NonProfit,344,$75M,11%
4673,Animal Kingdom,New York C...,USA,,Entertainm...,123,$25.2M,75%
4674,The VMC Group,Bloomingda...,USA,,Engineerin...,185,$20.4M,7%
4675,Robovision,Zwijnaarde,Belgium,,Industrial,159,$61.7M,7%
4676,YouLend,London,UK,,Finance,420,$110.3M,15%
4677,Get A Drip,London,,$4.5M,Fitness,34,$0,36%
4678,Clerkie,San Franci...,USA,,Tech Servi...,34,$3.9M,38%
4679,InpharmD,Atlanta,USA,,AI,34,$3.8M,39%
4680,Important Not I...,Los Angele...,USA,,Analytics,330,$57.8M,82%
4681,Conceivable Lif...,New York C...,USA,,Biotech,56,$8.7M,109%
4682,Dev Launchers,Austin,USA,,Tech Servi...,56,$7.3M,108%
4683,Carbliss - THE ...,Plymouth,USA,,Food,56,$13.6M,110%
4684,Greentown Labs,Boston,USA,,Environmen...,146,$33.7M,8%
4685,Bankjoy,Detroit,USA,,Fintech,65,$7.6M,6%
4686,Daivergent,,,$6.6M,AI,65,$7.9M,7%
4687,ID5,London,UK,,Adtech,65,$9.4M,8%
4688,CEI,Brunswick,USA,,Finance,174,$40.2M,7%
4689,Fusion Consulti...,London,,,Consulting,53,$10.1M,35%
4690,Huey Magoo's,,USA,,Restaurant...,354,$77.4M,39%
4691,Shyam Steel Ind...,Kolkata,IND,,Mining,177,$23.9M,78%
4692,NorthRock Partn...,Minneapoli...,USA,,Finance,176,$40.7M,7%
4693,The Macomb Grou...,Detroit,USA,,Wholesale,286,$35M,8%
4694,Partners Capita...,London,UK,,Fintech,526,$85.5M,18%
4695,Inkitt,Berlin,Germany,,Entertainm...,246,$55.5M,8%
4696,Levita Magnetic...,Silicon Va...,USA,,Medical Eq...,38,$9.5M,35%
4697,EMTECH,New York C...,,$10M,Finance,38,$6.1M,33%
4698,Boys and Girls ...,Atlantic C...,,,NonProfit,38,$0,36%
4699,Elate,Indianapol...,USA,$9.47M,Tech Servi...,38,$4.2M,33%
4700,Launch Trampoli...,Miami,,,Entertainm...,57,$10.5M,35%
4701,Amplify Venture...,Hendon,,$215M,Software,38,$4.6M,33%
4702,Crescendo,Toronto,CAN,,Tech Servi...,58,$7.6M,107%
4704,Newett Homes,THORP ARCH,,$12.4M,Constructi...,38,$8.4M,33%
4705,Sanderling Rena...,Nashville,,,Hospital/H...,57,$3.5M,36%
4706,n/a n/a,,USA,,Media,707,$202.9M,103%
4707,Crews and Assoc...,Little Roc...,USA,,Investment...,164,$15M,7%
4708,Screendragon,London,UK,,Tech Servi...,67,$8.7M,5%
4709,Speyside Bourbo...,Jackson,USA,,Beverages,92,$1.7M,36%
4710,Competera,Los Angele...,USA,$4.5M,Tech Servi...,81,$11.7M,7%
4711,Eclypsium,Portland,USA,$62M,IT Securit...,109,$22.2M,7%
4712,BlazeSoft Ltd.,Woodbridge,CAN,,Casinos,98,$0,78%
4713,Creatopy,San Franci...,USA,,Tech Servi...,107,$15.5M,6%
4714,Lume Cannabis C...,Detroit,USA,,Consumer,278,$76.8M,7%
4715,Putumayo World ...,Gent,,,BabyTech,132,$21.1M,80%
4716,Grand Junction,San Franci...,USA,,Tech Servi...,132,$19.1M,79%
4717,Meredith Villag...,Meredith,USA,,Banking,152,$35.1M,7%
4718,Special Olympic...,Austin,USA,,NonProfit,181,$15M,7%
4719,Mearthane Produ...,Cranston,USA,,Plastics,42,$75M,33%
4720,OGEE,Burlington,USA,,Consumer,42,$8.4M,35%
4721,Trive Capital,Dallas,USA,$1.5B,Investment...,96,$21.8M,34%
4722,ClientAcquisiti...,Montreal,CAN,,Marketing,362,$113.1M,82%
4723,Salad and Go,Phoenix,USA,,Restaurant...,697,$152.5M,24%
4724,Integrated Spec...,Harrison,USA,,Analytics,130,$18.2M,35%
4725,MeWe,Los Angele...,USA,$48.7M,Tech Servi...,97,$14.1M,6%
4726,mTab,Orange Cou...,USA,,Analytics,97,$13.6M,7%
4727,Winnow,London,UK,$34.1M,Tech Servi...,154,$24M,7%
4728,HANWHA Q CELLS ...,,,,Environmen...,262,$60.5M,36%
4729,Sales Focus,Columbia,USA,,Outsourcin...,210,$12M,7%
4730,Hotels.com,Dallas,USA,,Tech Servi...,80,$11.6M,79%
4731,The Wills Group,La Plata,USA,,Consumer,241,$66.5M,7%
4732,Everest Labs,East Bay,USA,,AI,46,$5.2M,34%
4733,Identifee,Los Angele...,USA,$3.56M,Finance,23,$2.4M,38%
4734,Sensera Systems,Golden,USA,,Tech Servi...,46,$5.3M,33%
4735,Sleepagotchi,Boston,,,Technology...,23,$0,35%
4736,AgriCapture,Nashville,,,Environmen...,23,$2.4M,38%
4737,Eastern Shipbui...,Panama Cit...,,,Shipbuildi...,674,$75M,10%
4738,Membrane Techno...,East Bay,USA,,Energy/Oil,84,$20.6M,7%
4739,Banner Industri...,Boston,USA,,Semiconduc...,113,$31.1M,7%
4740,CV Labs,Zug,,,Fintech,105,$13.7M,79%
4741,Army Sustainmen...,Fort Lee,USA,,Military,105,$15M,77%
4742,Black Mountain ...,Polson,USA,,Tech Servi...,48,$5.6M,7%
4743,Madison-Kipp Co...,Madison,USA,$42.4M,Automotive,294,$104.3M,6%
4744,SNOLAB,Lively,CAN,,Research,186,$20.9M,7%
4745,RandR Express,Pittsburgh,USA,,Transporta...,489,$200.5M,29%
4746,Advanced Power,Boston,USA,,Energy/Oil,143,$38.5M,7%
4747,Superior Automo...,Fayettevil...,USA,,Automotive,289,$104.9M,7%
4748,Homewise,Santa Fe,USA,,Finance,114,$23.9M,7%
4749,StellarFi,Austin,USA,$22.2M,Finance,50,$8M,37%
4750,Curevo Vaccine,Seattle,USA,,Biotech,50,$7.8M,37%
4751,Lanes and Plane...,Mￃﾃￂﾼnchen,Germany,,Tech Servi...,155,$24.7M,77%
4752,Wyandot,Marion,USA,,Food,217,$64.4M,7%
4753,Fundamental,,,,Finance,49,$8.2M,8%
4754,ESL Federal Cre...,Rochester,USA,,Finance,872,$256.4M,4%
4755,Wellnite,San Franci...,USA,,Hospital/H...,205,$60.9M,79%
4756,Mary Bird Perki...,Baton Roug...,USA,,Medical Of...,347,$117.1M,10%
4757,HealthLinc,Valparaiso,USA,,Hospital/H...,292,$86.7M,7%
4758,MusicCareers,San Franci...,USA,,Tech Servi...,345,$62.5M,81%
4759,Fair Haven Comm...,New Haven,USA,,Hospital/H...,263,$78.1M,7%
4760,Adroit Trading ...,New York C...,USA,,Fintech,27,$2.5M,31%
4761,Mobb,Boston,,,Computer a...,27,$0,35%
4762,Achievable,San Franci...,USA,$650K,E-Learning...,27,$0,37%
4763,mend,New York C...,,$18.7M,Biotech,54,$4.2M,33%
4764,Cirona Labs,,,,Food,27,$5.1M,33%
4765,Narwhal Media G...,Bristol,,$3.96M,Advertisin...,27,$0,35%
4766,Parabola,San Franci...,USA,$34.3M,Martech,54,$6.6M,34%
4767,Spearbit Labs,,,$8.5M,Computer a...,27,$0,35%
4768,Durante Rentals,Flushing,USA,,Constructi...,116,$33.6M,7%
4769,Casa Bonita,Denver,USA,,Restaurant...,404,$88.4M,43%
4770,Tango Therapeut...,Boston,USA,$165M,Biotech,196,$38M,21%
4771,Load One L.L.C,Taylor,USA,,Transporta...,281,$101.4M,7%
4772,LeafGuard Brand...,East Bruns...,USA,,Constructi...,384,$139.2M,10%
4773,LeafGuard Brand...,East Bruns...,USA,,Constructi...,384,$139.2M,10%
4774,Saskatchewan Re...,Saskatoon,CAN,,Research,308,$39.3M,10%
4775,New York Post,New York C...,USA,,Publishing,410,$124.5M,86%
4776,Logic Pursuits,Chicago,,,Tech Servi...,33,$3.8M,113%
4777,RIVET,Boston,USA,,Nonprofit,33,$0,100%
4778,HAEDES,Ghent,Belgium,,Engineerin...,33,$2.6M,107%
4779,New Haircut,Freehold,USA,,Design,33,$6.4M,107%
4780,AN2 Therapeutic...,Silicon Va...,USA,,Biotech,51,$7.9M,8%
4781,Infinity Home S...,Brookfield,USA,,Consumer,33,$6.6M,108%
4782,Free Soul,London,UK,,Foodtech,33,$4.5M,100%
4783,X1,Los Angele...,USA,$25M,Tech Servi...,88,$12.8M,6%
4784,Sales Enablemen...,San Franci...,USA,,Education,370,$83.3M,81%
4785,Seal Security,New York C...,USA,,Computer a...,31,$0,35%
4786,Parity,Toronto,CAN,,Tech Servi...,31,$3.6M,36%
4787,Pixels,Middletown,USA,,Gaming,31,$5M,38%
4788,Monetary Metals,Phoenix,USA,,Finance,31,$5.2M,37%
4789,Family Health C...,Boston,USA,,Hospital/H...,343,$115.8M,10%
4790,Benecon Group,Lititz,USA,,Insurance,270,$65.3M,7%
4791,OhmConnect,San Franci...,USA,,Analytics,104,$14.6M,5%
4792,FCP Euro,Milford,USA,,Automotive,211,$76.6M,6%
4793,Travis Manion F...,Doylestown,USA,,NonProfit,150,$15M,6%
4794,Giraffe360,London,UK,,Tech Servi...,135,$19.6M,7%
4795,PsychoGenics,Paramus,USA,,Research,166,$10.5M,7%
4796,Greylock Federa...,Pittsfield,USA,,Banking,197,$45.5M,7%
4797,Six One Commodi...,,,,Energy/Oil,63,$13.9M,33%
4798,Apono,Philadelph...,USA,,Software,35,$4.5M,36%
4799,Fred Pryor/Care...,Kansas Cit...,USA,,Training,213,$38.7M,6%
4800,Industrial Supp...,Salt Lake ...,USA,,Wholesale,167,$75M,6%
4801,COSI - Center o...,Columbus,USA,,Museums,291,$15M,7%
4802,Medivis,New York C...,USA,,Medical Eq...,39,$9.8M,33%
4803,Utopia Deals,New York C...,,,Retail,39,$6.7M,35%
4804,Modern Synthesi...,London,UK,,Apparel,39,$7.1M,36%
4805,Keypoint Intell...,Fairfield,USA,,Analytics,91,$12.7M,5%
4806,2X,Philadelph...,USA,,Privately ...,733,$3.5M,30%
4807,4WARD.VC - The ...,Zurich,Switzerland,,Venture Ca...,35,$0,106%
4808,Rocket Orange,Amsterdam,Netherlands,,Consumer,35,$7M,107%
4809,Dietary Busines...,Dallas,USA,,Tech Servi...,35,$4.1M,113%
4810,Kale,New York C...,USA,,Technology...,35,$0,106%
4811,Ivy Tech Commun...,Lafayette,USA,,Education,35,$5M,107%
4812,October Health ...,,South Africa,,Technology...,35,$0,106%
4813,UrbanMatrix Tec...,Bangalore,IND,,Airlines a...,35,$0,106%
4814,The App Brewery,London,UK,,Learning,35,$4.6M,107%
4815,The Jones-Mitch...,Birmingham,USA,,Finance,35,$5.9M,107%
4816,TransformCare,Damascus,USA,,Consulting,35,$6.2M,113%
4817,Plantation Mano...,McCalla,USA,,Hospital/H...,35,$7.6M,108%
4818,BAO,Paris,France,,Recruiting,35,$3.4M,100%
4819,Lead for North ...,Raleigh Du...,USA,,Civic and ...,35,$0,106%
4820,HR na Szpilkach,Warszawa,Poland,,Learning,35,$2.3M,107%
4821,FMS Investor Fi...,Chicago,USA,,Finance,35,$5.9M,107%
4822,Peak Academic C...,Buford,USA,,Education,35,$5M,107%
4823,OTR Transportat...,Chicago,USA,,Transporta...,107,$35.1M,5%
4824,Coller Capital,,,,Investment...,341,$98.3M,10%
4825,Axium Packaging,Atlanta,USA,,Plastics,422,$15M,14%
4826,MCNC Research a...,Raleigh Du...,USA,,Tech Servi...,155,$24.7M,6%
4827,Treet,San Franci...,USA,,Retail,43,$7.8M,36%
4828,Shot Scope Tech...,Edinburgh,,,Sports,43,$5.5M,36%
4829,Nebeus,London,UK,,Fintech,43,$4.5M,35%
4830,System Pavers,Orange Cou...,USA,,Constructi...,607,$220M,9%
4831,Senior Care The...,Passaic,USA,,Hospital/H...,108,$29.2M,6%
4832,Inland Truck Pa...,Kansas Cit...,USA,,Automotive,298,$108.2M,6%
4833,Cheba Hut,Fort Colli...,USA,,Restaurant...,457,$100M,14%
4834,Mixergy Ltd,Cassington...,,,Electronic...,47,$9.2M,33%
4835,Stotles,London,UK,,Tech Servi...,47,$5.5M,32%
4836,New State Capit...,Larchmont,,,Investment...,37,$6.7M,6%
4837,Median Technolo...,Valbonne,USA,,3D,286,$53.5M,6%
4838,Hire Digital,New York C...,USA,,Tech Servi...,263,$41.9M,78%
4839,Way.com,East Bay,USA,$3.4M,Tech Servi...,452,$83.2M,13%
4840,Biofidelity,Cambridge,UK,,Biotech,78,$12.1M,5%
4841,Texas First Ban...,Austin,USA,,Banking,272,$62.8M,6%
4842,Real Brokers US,Los Angele...,USA,,Real Estat...,578,$108.4M,88%
4843,Ferrotec Corpor...,Silicon Va...,USA,,Semiconduc...,521,$179.1M,3%
4844,Kashable,New York C...,USA,,Finance,62,$11.7M,6%
4845,Dreamers,New Delhi,IND,,NonProfit,149,$0,76%
4846,Boeing Center a...,San Antoni...,USA,,Entertainm...,37,$6.1M,100%
4847,The Maples,Baton Roug...,USA,,Hospital/H...,37,$8M,107%
4848,Furry Land,Las Vegas,USA,,Pet Servic...,37,$0,106%
4849,Kōzōwood Indust...,,Portugal,,Constructi...,37,$8.6M,100%
4850,Where U Elevate,Noida,IND,,Software,37,$2.4M,100%
4851,Baddies in Tech,New York C...,USA,,Technology...,37,$0,106%
4852,CFG Bank Arena,Baltimore,USA,,Entertainm...,37,$6.1M,100%
4853,CO-WORKER TECHN...,Stockholm,SWE,,Recruiting,37,$3.6M,100%
4854,ARMRA Colostrum,New York C...,USA,,Retail Hea...,37,$0,106%
4855,Maxion Therapeu...,Cambridge,,$16M,Biotech,37,$2.9M,100%
4856,enyo.co,Warsaw,Poland,,Advertisin...,37,$0,106%
4857,DKM Services AS,,Norway,,Shipbuildi...,37,$0,100%
4858,Kaufman Hall,Chicago,USA,,Tech Servi...,396,$71.8M,9%
4859,REALLY,Austin,USA,$18M,Telecom,59,$16.7M,33%
4860,Relation Therap...,London,,$65.3M,Biotech,59,$4.6M,33%
4861,Cream Care,Taunton,,,Hospital/H...,59,$0,34%
4862,Clement Auto Gr...,O'Fallon,USA,,Automotive,59,$17.5M,35%
4863,Piclo,London,UK,,Utilities,95,$20.9M,6%
4864,Action Target,Provo,USA,$11.5M,Defense,226,$74.8M,6%
4865,Moon Valley Nur...,Phoenix,USA,,Retail,604,$171.4M,8%
4866,Ren,Indianapol...,USA,,Philanthro...,388,$75M,9%
4867,Buck Institute,Novato,USA,,Research,341,$43.5M,9%
4868,Southwest Healt...,,USA,,Hospital/H...,330,$111.4M,9%
4869,Economic Develo...,Raleigh Du...,USA,,NonProfit,130,$15M,5%
4870,Golden State De...,East Bay,USA,,Medical Of...,147,$43.7M,5%
4871,Whittier Trust ...,South Pasa...,USA,,Investment...,247,$61.7M,6%
4872,Clean Eatz,Wilmington,USA,,Food,367,$123.9M,9%
4873,Cellhire,York,UK,,Telecom,131,$42.6M,5%
4874,Spectra Sverige...,Täby,Sweden,,Landscapin...,39,$0,105%
4875,GroundGame.Heal...,Orlando,USA,,Fitness,39,$0,105%
4876,WeVersity.org,Maryland,USA,,E-Learning...,39,$0,100%
4877,Minière Africai...,Montreal,CAN,,Mining,39,$7.6M,100%
4878,Toolkit3D,Seattle,USA,,Technology...,39,$0,105%
4879,Toolkit3D,Seattle,USA,,Technology...,39,$0,105%
4880,My Own Staff,Orlando,USA,,Outsourcin...,39,$0,105%
4881,Anything Visual...,Charlotte,USA,,Media,39,$6.4M,106%
4882,ASEDAS,Madrid,Spain,,Retail,39,$7.1M,107%
4883,Animo Sano Psyc...,Raleigh Du...,USA,,Hospital/H...,39,$8.4M,100%
4884,MEDFAR Clinical...,Montreal,CAN,,Hospital/H...,232,$68.9M,6%
4885,EndoGastric Sol...,Seattle,USA,$355M,Medical Eq...,98,$24.6M,5%
4886,3Brain AG,Pfäffikon,Switzerland,,Biotech,63,$9.8M,63%
4887,SAM,Washington...,USA,,Defense,115,$35.4M,78%
4888,BlueMatrix,New York C...,USA,,Tech Servi...,149,$23.8M,5%
4889,TB Alliance,New York C...,USA,,NonProfit,149,$15M,5%
4890,National Indoor...,Lewisville,USA,,Recreation,166,$35M,6%
4891,Interior Compon...,St Cloud,,,Constructi...,334,$121.1M,80%
4892,IVERIC bio,New York C...,USA,$34.7M,Biotech,327,$19.1M,24%
4893,MasteryPrep,Baton Roug...,USA,$3.6M,Education,150,$29M,6%
4894,Dynex Semicondu...,Lincoln,USA,,Electronic...,201,$54.2M,6%
4895,WellnessLiving,Richmond H...,CAN,$46M,Tech Servi...,361,$66.5M,9%
4896,Green Mountain ...,RennesÃ¸y,,,Tech Servi...,170,$27.1M,77%
4897,GHOST,Chicago,USA,,Fitness,556,$7.5M,88%
4898,Solar Biotech,Norton,,,Biotech,37,$2.9M,20%
4899,VeraBank,Henderson,USA,,Finance,302,$79.3M,9%
4900,Black Sesame Te...,Silicon Va...,USA,$500M,Automotive,169,$60M,6%
4901,Hampton Roads T...,Hampton,USA,,Transporta...,614,$251.7M,8%
4902,Ochama,Berkel en ...,Netherlands,,Retail Gro...,41,$0,105%
4903,Tech Smart Solu...,Edison,USA,,Tech Servi...,41,$4.8M,105%
4904,Capchem Poland,Śrem,Poland,,Chemical M...,41,$0,105%
4905,Tailor,San Franci...,USA,,Software,41,$5.2M,100%
4906,SHUBHARAMBH PRO...,Bangalore,IND,,Events,41,$3.4M,100%
4907,Reveal Group,Melbourne,Australia,,Consulting,99,$21.8M,5%
4908,Eton Solutions ...,Raleigh Du...,USA,$50.1M,Tech Servi...,330,$60.8M,9%
4909,EXUS,London,UK,,Tech Servi...,355,$64.3M,9%
4910,Centri Business...,Philadelph...,USA,,Accounting,215,$38.5M,30%
4911,Cardiac Dimensi...,Seattle,USA,$208M,Medical Eq...,68,$8.5M,6%
4912,ClearOne Advant...,Baltimore,USA,$1.5M,Finance,321,$85.6M,9%
4913,SuperATV,Madison,USA,,Sports,228,$40.1M,6%
4914,JOJO'S Chocolat...,,,,Food,113,$30.5M,77%
4915,Sustainable Ven...,London,UK,,Venture Ca...,52,$0,33%
4916,Omni Tempe Hote...,Phoenix,USA,,Hospitalit...,43,$8.7M,106%
4917,Duel Tech,,UK,,AI,44,$4.9M,32%
4918,Outbound AI,Seattle,USA,$23M,Hospital/H...,40,$0,33%
4919,B|Cubed Enginee...,Washington...,USA,,Defense an...,43,$0,105%
4920,Simbe Robotics,San Franci...,USA,$54M,Retail,52,$10.3M,32%
4921,ANGOKA,Belfast,,,IT Securit...,36,$5.9M,31%
4922,HelloTeam,Boston,USA,$6.2M,Tech Servi...,40,$4.4M,31%
4923,Moximed,East Bay,USA,,Medical Eq...,52,$13.1M,34%
4924,Becca,New York C...,USA,,Public Rel...,44,$0,33%
4925,Neural Payments,Cincinnati,,,Finance,28,$2.9M,35%
4926,Motor,Washington...,,$7M,Automotive,32,$8M,30%
4927,IntQBooks Solut...,Toronto,Canada,,Accounting,43,$5.6M,105%
4928,ION Clean Energ...,Boulder,USA,,Environmen...,40,$6.7M,36%
4929,Title21 Health ...,Phoenix,,$656M,Software,44,$5.4M,35%
4930,Operant,San Franci...,USA,,Tech Servi...,24,$2.4M,35%
4931,Wilkar Property...,Montreal,CAN,,Real Estat...,44,$5M,35%
4932,Curated For You,Austin,USA,$3.53M,Retail,32,$5.5M,32%
4933,VetEvolve,Richmond,USA,,Veterinary,56,$3.5M,32%
4934,REGA ENERGY,Lisbon,Portugal,,Renewable ...,43,$0,105%
4935,Maryland Center...,Baltimore,USA,,Nonprofit,40,$0,33%
4936,HelloTeam,Boston,USA,$6.2M,Analytics,40,$4.3M,31%
4937,Synova,London,UK,,Venture Ca...,28,$0,33%
4938,People Science,Los Angele...,USA,,Research S...,28,$0,33%
4939,Network Threat ...,Westfield,USA,,HRTech,28,$2.7M,37%
4940,labelless media,Aalborg,Denmark,,Media,43,$7.1M,105%
4941,Ariel Re,Pembroke,,,Insurance,140,$33.9M,6%
4942,Highstreet IT S...,North Beth...,USA,,Tech Servi...,194,$30.9M,6%
4943,scarlettabbott,,UK,,PR/Comm,69,$14.5M,5%
4944,Riverlane,Cambridge,UK,,AI,124,$17.2M,5%
4945,RangeForce,Washington...,USA,$37.6M,IT Securit...,83,$16.9M,3%
4946,Primaris Manage...,Toronto,CAN,,Real Estat...,314,$58.9M,8%
4947,キヤノン マーケティング ジャ...,å¤§ç”°åŒº,,,Retail,221,$55.2M,77%
4948,IntQBooks Solut...,Brampton,USA,,Accounting,45,$5.9M,105%
4949,Rice University...,Houston,USA,,Education,45,$6.5M,106%
4950,Mathematics Ass...,Indianapol...,USA,,Education,45,$6.5M,106%
4951,Medicinska faku...,,Sweden,,Education,45,$6.5M,106%
4952,pe Careers,Hamburg,ger,,Software,315,$63M,80%
4953,1upHealth,Boston,USA,$80.4M,Digital He...,163,$24.5M,5%
4954,IP Corporation,Minneapoli...,,,Chemicals,502,$3.5M,87%
4955,EIS Holdings,Dallas,USA,,Environmen...,38,$6.4M,19%
4956,PushPress,Los Angele...,USA,$12.6M,Digital He...,71,$8.6M,5%
4957,Voyager Therape...,Boston,USA,$105M,Biotech,237,$15.9M,34%
4958,Alpha II,Tallahasse...,USA,,Tech Servi...,90,$13.1M,5%
4959,Zest AI,Los Angele...,USA,$119M,Fintech,146,$20.4M,5%
4960,Aha!,Remote,,,Tech Servi...,205,$32.7M,67%
4961,Bishop Museum,Honolulu,USA,,Museums,184,$15M,5%
4962,Catalyst Pharma...,Miami,USA,,Pharma,173,$34.8M,77%
4963,EnteroBiotix,,,,Digital He...,72,$9.1M,3%
4964,CLM,London,UK,,Recruiting,47,$4.5M,100%
4965,E1 Series,London,UK,,Spectator ...,47,$0,104%
4966,Isolerab AB,Borlänge,Sweden,,Constructi...,47,$10.9M,107%
4967,Atípica Films,Madrid,SPA,,Movies and...,47,$0,104%
4968,Universidad de ...,Islas Cana...,Spain,,Education,47,$6.8M,105%
4969,Northern Rock,Atlanta,USA,,Venture Ca...,47,$0,104%
4970,Lotus Group,Edmonton,Canada,,HR,47,$7.6M,105%
4971,Guinness Open G...,Ireland,Ireland,,Food,47,$10.2M,106%
4972,RCI Energy Serv...,Charlotte,USA,,Constructi...,47,$10.9M,107%
4973,IIT (BHU) Found...,New York C...,USA,,Education,47,$6.8M,105%
4974,Georgia Financi...,Atlanta,USA,,Finance,47,$7.9M,105%
4975,Lotus Group,Edmonton,USA,,HR,47,$7.6M,105%
4976,Live Chat Globa...,Parsippany,USA,,Outsourcin...,47,$0,104%
4977,Papa,Miami,USA,$245M,Digital He...,971,$194.4M,9%
4978,Papa,Miami,USA,,Individual...,925,$75M,9%
4979,Clayton Early L...,Denver,USA,,Edtech,148,$22.8M,5%
4980,Ad Council,New York C...,USA,,Marketing,310,$96.9M,9%
4981,Giorgios Group,Raleigh Du...,USA,,Restaurant...,157,$30.2M,77%
4982,Day One Biophar...,San Franci...,USA,$190M,Biotech,222,$11.5M,48%
4983,Robeks,Los Angele...,,,Restaurant...,407,$89M,12%
4984,Medical Billing...,South Oran...,USA,,Hospital/H...,374,$126.2M,80%
4985,GAMUCATEX,Copenhagen,Denmark,,Mobile Gam...,49,$0,104%
4986,Curupira,Joinville,,,Environmen...,95,$19.9M,78%
4987,Access Realty,Holly Ridg...,USA,,Real Estat...,95,$14.3M,76%
4988,Angel Trains,London,UK,,Transporta...,209,$75.4M,5%
4989,Junior Achievem...,Colorado S...,USA,,Education,564,$126.9M,16%
4990,MCR PROPERTY GR...,Manchester,UK,,Real Estat...,133,$19.9M,5%
4991,CFRA Research,New York C...,USA,,Fintech,250,$35.8M,5%
4992,MKS2 Technologi...,Austin,USA,,Defense,417,$160.5M,83%
4993,Reliance Partne...,Chattanoog...,USA,,Insurance,342,$94M,8%
4994,PLM,,USA,,Utilities,309,$85M,80%
4995,Amoeba Records,Los Angele...,USA,,Retail,173,$41.5M,5%
4996,Glassdome,Camas,USA,,Technology...,51,$0,104%
4997,Mission Realty ...,,USA,,Real Estat...,51,$6.9M,100%
4998,Ascidian Therap...,Boston,,,Biotech,52,$8.1M,5%
4999,Farmers Phoenix,Phoenix,USA,,Insurance,52,$10.3M,5%
5000,Centroid,Detroit,USA,,Tech Servi...,213,$34M,5%
5001,Veruna,Hopkinton,USA,$15.1M,Tech Servi...,57,$7.2M,32%
5002,Light Field Lab,Silicon Va...,USA,,Entertainm...,57,$10.5M,31%
5003,QiO Technologie...,Miami,USA,,Tech Servi...,57,$7.4M,34%
5004,Teach For Ameri...,Remote,USA,,Education,404,$90.9M,84%
5005,RNR Tire Expres...,Town n Cou...,USA,,Automotive,174,$63.2M,5%
5006,PaymentCloud,Miami,USA,,Fintech,115,$14.9M,5%
5007,NICO Corporatio...,Indianapol...,USA,$55.5M,Medical Eq...,115,$28.9M,4%
5008,FlyBeacon Trave...,New York C...,USA,,Leisure,102,$25.8M,75%
5009,Deerfield,New York C...,USA,,Investment...,194,$39.5M,5%
5010,Arbor Day Found...,Nebraska C...,USA,,NonProfit,305,$35M,8%
5011,Five Nines Tech...,Lincoln,USA,,Tech Servi...,135,$19.6M,5%
5012,Charcoal House,Kitchener,CAN,,Hospitalit...,195,$54.5M,5%
5013,Flourish Labs,San Franci...,USA,$6.37M,Fitness,53,$0,33%
5014,Beautiful.AI,San Franci...,USA,$16M,Productivi...,79,$11.1M,74%
5015,Servomax,Hyderabad,IND,,Electronic...,79,$9.7M,76%
5016,Stonebranch,Atlanta,USA,,Tech Servi...,156,$24.9M,5%
5017,Full Circle,Seattle,USA,,Food,269,$79.9M,47%
5018,TiendaPago,Miami,USA,,Fintech,196,$28M,5%
5019,Submittable,Missoula,USA,$74.6M,EdTech,256,$38.5M,5%
5020,hh2 Web Service...,Salt Lake ...,USA,,Tech Servi...,132,$19.1M,76%
5021,Northzone,London,UK,,Fintech,77,$10M,4%
5022,South Shore Com...,Plymouth,USA,,NonProfit,77,$7.5M,3%
5023,FluidAI,Waterloo,USA,,Hospital/H...,49,$0,32%
5024,General Index,London,UK,,Technology,49,$7.9M,33%
5025,OhMD,New York C...,USA,$1.2M,Digital He...,49,$5.2M,34%
5026,Volumez,Boston,USA,$20M,Software,49,$6M,34%
5027,U BEAUTY,New York C...,,,Personal C...,49,$3.5M,32%
5028,IrriGreen,Minneapoli...,USA,,Environmen...,49,$8.2M,32%
5029,Sonida Senior L...,0,USA,,Individual...,671,$0,7%
5030,Katie Kime,Austin,USA,,Retail,53,$10.8M,100%
5031,Integral Molecu...,Philadelph...,USA,,Biotech,118,$16.3M,4%
5032,GoodMaps,Louisville,,$5.36M,Software,45,$5.5M,34%
5033,Pudgy Penguins,Miami,,,Software,45,$5.5M,34%
5034,Kensa Group,Truro,,,Energy,45,$0,32%
5035,Suuchi,North Berg...,USA,$8M,Apparel,45,$7.8M,34%
5036,CLINC,Buenos Air...,,,Retail,169,$42.2M,76%
5037,Mahamela,Bangalore,IND,,Retail,86,$9.8M,74%
5038,INERATEC GmbH,Karlsruhe,,,Environmen...,99,$20.8M,4%
5039,LOFINO GmbH,Kleinmachn...,Germany,,Tech Servi...,55,$7.2M,104%
5040,Planet Nusa ApS,København ...,Denmark,,Design Ser...,55,$0,104%
5041,DLM Professiona...,,USA,,Profession...,55,$0,104%
5042,Floating Rock S...,Wellington,New Zealand,,Animation ...,55,$0,104%
5043,Quanta Therapeu...,,,$142M,Biotech,41,$3.2M,36%
5044,Omy Laboratoire...,Quebec,,$11M,Personal C...,41,$0,32%
5045,Flo Recruit,Austin,USA,,Tech Servi...,41,$4.8M,30%
5046,Resonate,Washington...,USA,$37M,Tech Servi...,182,$28.4M,4%
